,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_found_in_kitchens,0.7555555555555555,0.8947368421052632,0.6538461538461539,22
word2vec_google_news-logistic_regression-default-loo-is_found_in_kitchens,0.7317073170731707,1.0,0.5769230769230769,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_found_in_kitchens,0.7272727272727274,0.8888888888888888,0.6153846153846154,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_found_in_kitchens,0.7272727272727274,0.8888888888888888,0.6153846153846154,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_found_in_kitchens,0.7111111111111111,0.8421052631578947,0.6153846153846154,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_found_in_kitchens,0.7111111111111111,0.8421052631578947,0.6153846153846154,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_found_in_kitchens,0.7111111111111111,0.8421052631578947,0.6153846153846154,22
word2vec_google_news-nearest_neighbors-1000-loo-is_found_in_kitchens,0.5641025641025641,0.8461538461538461,0.4230769230769231,22
word2vec_google_news-nearest_neighbors-800-loo-is_found_in_kitchens,0.5641025641025641,0.8461538461538461,0.4230769230769231,22
word2vec_google_news-nearest_neighbors-900-loo-is_found_in_kitchens,0.5641025641025641,0.8461538461538461,0.4230769230769231,22
word2vec_google_news-nearest_neighbors-700-loo-is_found_in_kitchens,0.5263157894736842,0.8333333333333334,0.38461538461538464,22
word2vec_google_news-nearest_neighbors-400-loo-is_found_in_kitchens,0.4864864864864865,0.8181818181818182,0.34615384615384615,22
word2vec_google_news-nearest_neighbors-500-loo-is_found_in_kitchens,0.4864864864864865,0.8181818181818182,0.34615384615384615,22
word2vec_google_news-nearest_neighbors-600-loo-is_found_in_kitchens,0.4864864864864865,0.8181818181818182,0.34615384615384615,22
word2vec_google_news-nearest_neighbors-300-loo-is_found_in_kitchens,0.411764705882353,0.875,0.2692307692307692,22
word2vec_google_news-nearest_neighbors-200-loo-is_found_in_kitchens,0.36363636363636365,0.8571428571428571,0.23076923076923078,22
word2vec_google_news-nearest_neighbors-100-loo-is_found_in_kitchens,0.19999999999999998,0.75,0.11538461538461539,22
