,f1,p,r,oov
word2vec_google_news-logistic_regression-default-loo-made_of_plastic,0.622568093385214,0.6611570247933884,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-made_of_plastic,0.6096654275092936,0.6165413533834586,0.6029411764705882,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-made_of_plastic,0.6,0.6044776119402985,0.5955882352941176,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-made_of_plastic,0.599250936329588,0.6106870229007634,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-made_of_plastic,0.5977859778597786,0.6,0.5955882352941176,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-made_of_plastic,0.5970149253731343,0.6060606060606061,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-made_of_plastic,0.5842696629213482,0.5954198473282443,0.5735294117647058,22
word2vec_google_news-nearest_neighbors-1000-loo-made_of_plastic,0.15789473684210525,0.75,0.08823529411764706,22
word2vec_google_news-nearest_neighbors-900-loo-made_of_plastic,0.1456953642384106,0.7333333333333333,0.08088235294117647,22
word2vec_google_news-nearest_neighbors-600-loo-made_of_plastic,0.1360544217687075,0.9090909090909091,0.07352941176470588,22
word2vec_google_news-nearest_neighbors-700-loo-made_of_plastic,0.13513513513513514,0.8333333333333334,0.07352941176470588,22
word2vec_google_news-nearest_neighbors-800-loo-made_of_plastic,0.13333333333333333,0.7142857142857143,0.07352941176470588,22
word2vec_google_news-nearest_neighbors-500-loo-made_of_plastic,0.1111111111111111,1.0,0.058823529411764705,22
word2vec_google_news-nearest_neighbors-400-loo-made_of_plastic,0.09790209790209789,1.0,0.051470588235294115,22
word2vec_google_news-nearest_neighbors-300-loo-made_of_plastic,0.08450704225352113,1.0,0.04411764705882353,22
word2vec_google_news-nearest_neighbors-200-loo-made_of_plastic,0.07092198581560283,1.0,0.03676470588235294,22
word2vec_google_news-nearest_neighbors-100-loo-made_of_plastic,0.04316546762589929,1.0,0.022058823529411766,22
