,f1,p,r,oov
word2vec_google_news-nearest_neighbors-400-loo-has_pips_seeds,0.5000000000000001,0.40625,0.65,22
word2vec_google_news-nearest_neighbors-500-loo-has_pips_seeds,0.5000000000000001,0.40625,0.65,22
word2vec_google_news-nearest_neighbors-600-loo-has_pips_seeds,0.5000000000000001,0.40625,0.65,22
word2vec_google_news-nearest_neighbors-700-loo-has_pips_seeds,0.490566037735849,0.3939393939393939,0.65,22
word2vec_google_news-nearest_neighbors-800-loo-has_pips_seeds,0.490566037735849,0.3939393939393939,0.65,22
word2vec_google_news-nearest_neighbors-300-loo-has_pips_seeds,0.48,0.4,0.6,22
word2vec_google_news-nearest_neighbors-900-loo-has_pips_seeds,0.4727272727272728,0.37142857142857144,0.65,22
word2vec_google_news-nearest_neighbors-1000-loo-has_pips_seeds,0.4727272727272728,0.37142857142857144,0.65,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_pips_seeds,0.4571428571428572,0.5333333333333333,0.4,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_pips_seeds,0.4571428571428572,0.5333333333333333,0.4,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_pips_seeds,0.4242424242424242,0.5384615384615384,0.35,22
word2vec_google_news-nearest_neighbors-100-loo-has_pips_seeds,0.4000000000000001,0.4,0.4,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_pips_seeds,0.37499999999999994,0.5,0.3,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_pips_seeds,0.3636363636363637,0.46153846153846156,0.3,22
word2vec_google_news-nearest_neighbors-200-loo-has_pips_seeds,0.35555555555555557,0.32,0.4,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_pips_seeds,0.34285714285714286,0.4,0.3,22
word2vec_google_news-logistic_regression-default-loo-has_pips_seeds,0.07692307692307691,0.16666666666666666,0.05,22
