,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_big_large,0.4919786096256684,0.5542168674698795,0.4423076923076923,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_big_large,0.48648648648648646,0.5555555555555556,0.4326923076923077,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_big_large,0.48128342245989303,0.5421686746987951,0.4326923076923077,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_big_large,0.4766839378238342,0.5168539325842697,0.4423076923076923,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_big_large,0.4705882352941177,0.5301204819277109,0.4230769230769231,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_big_large,0.46236559139784944,0.524390243902439,0.41346153846153844,22
word2vec_google_news-logistic_regression-default-loo-is_big_large,0.4320987654320988,0.603448275862069,0.33653846153846156,22
word2vec_google_news-nearest_neighbors-1000-loo-is_big_large,0.22516556291390727,0.3617021276595745,0.16346153846153846,22
word2vec_google_news-nearest_neighbors-900-loo-is_big_large,0.2040816326530612,0.3488372093023256,0.14423076923076922,22
word2vec_google_news-nearest_neighbors-600-loo-is_big_large,0.19858156028368795,0.3783783783783784,0.1346153846153846,22
word2vec_google_news-nearest_neighbors-800-loo-is_big_large,0.19580419580419578,0.358974358974359,0.1346153846153846,22
word2vec_google_news-nearest_neighbors-700-loo-is_big_large,0.19580419580419578,0.358974358974359,0.1346153846153846,22
word2vec_google_news-nearest_neighbors-500-loo-is_big_large,0.18705035971223022,0.37142857142857144,0.125,22
word2vec_google_news-nearest_neighbors-400-loo-is_big_large,0.17777777777777776,0.3870967741935484,0.11538461538461539,22
word2vec_google_news-nearest_neighbors-300-loo-is_big_large,0.17187499999999997,0.4583333333333333,0.10576923076923077,22
word2vec_google_news-nearest_neighbors-200-loo-is_big_large,0.08333333333333334,0.3125,0.04807692307692308,22
word2vec_google_news-nearest_neighbors-100-loo-is_big_large,0.03478260869565218,0.18181818181818182,0.019230769230769232,22
