,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_feathers,0.8918918918918919,0.9428571428571428,0.8461538461538461,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_feathers,0.8799999999999999,0.9166666666666666,0.8461538461538461,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_feathers,0.8767123287671232,0.9411764705882353,0.8205128205128205,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_feathers,0.8767123287671232,0.9411764705882353,0.8205128205128205,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_feathers,0.8767123287671232,0.9411764705882353,0.8205128205128205,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_feathers,0.8648648648648648,0.9142857142857143,0.8205128205128205,22
word2vec_google_news-logistic_regression-default-loo-has_feathers,0.7878787878787878,0.9629629629629629,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-500-loo-has_feathers,0.6,0.6774193548387096,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-400-loo-has_feathers,0.5882352941176471,0.6896551724137931,0.5128205128205128,22
word2vec_google_news-nearest_neighbors-600-loo-has_feathers,0.5753424657534247,0.6176470588235294,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-1000-loo-has_feathers,0.5714285714285715,0.5333333333333333,0.6153846153846154,22
word2vec_google_news-nearest_neighbors-900-loo-has_feathers,0.5679012345679013,0.5476190476190477,0.5897435897435898,22
word2vec_google_news-nearest_neighbors-300-loo-has_feathers,0.5671641791044776,0.6785714285714286,0.48717948717948717,22
word2vec_google_news-nearest_neighbors-700-loo-has_feathers,0.5599999999999999,0.5833333333333334,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-800-loo-has_feathers,0.5526315789473685,0.5675675675675675,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-200-loo-has_feathers,0.5079365079365079,0.6666666666666666,0.41025641025641024,22
word2vec_google_news-nearest_neighbors-100-loo-has_feathers,0.3928571428571429,0.6470588235294118,0.28205128205128205,22
