,f1,p,r,oov
word2vec_google_news-nearest_neighbors-700-loo-does_lay_eggs,0.29411764705882354,0.20833333333333334,0.5,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-does_lay_eggs,0.28571428571428575,0.5,0.2,22
word2vec_google_news-nearest_neighbors-400-loo-does_lay_eggs,0.2857142857142857,0.2222222222222222,0.4,22
word2vec_google_news-nearest_neighbors-600-loo-does_lay_eggs,0.28125000000000006,0.20454545454545456,0.45,22
word2vec_google_news-nearest_neighbors-900-loo-does_lay_eggs,0.27499999999999997,0.18333333333333332,0.55,22
word2vec_google_news-nearest_neighbors-800-loo-does_lay_eggs,0.2702702702702703,0.18518518518518517,0.5,22
word2vec_google_news-nearest_neighbors-1000-loo-does_lay_eggs,0.2682926829268293,0.1774193548387097,0.55,22
word2vec_google_news-nearest_neighbors-500-loo-does_lay_eggs,0.26666666666666666,0.2,0.4,22
word2vec_google_news-nearest_neighbors-300-loo-does_lay_eggs,0.25,0.21428571428571427,0.3,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-does_lay_eggs,0.23076923076923075,0.5,0.15,22
word2vec_google_news-nearest_neighbors-200-loo-does_lay_eggs,0.22222222222222224,0.2,0.25,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-does_lay_eggs,0.2222222222222222,0.42857142857142855,0.15,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-does_lay_eggs,0.2222222222222222,0.42857142857142855,0.15,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-does_lay_eggs,0.2222222222222222,0.42857142857142855,0.15,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-does_lay_eggs,0.2222222222222222,0.42857142857142855,0.15,22
word2vec_google_news-nearest_neighbors-100-loo-does_lay_eggs,0.16666666666666663,0.1875,0.15,22
word2vec_google_news-logistic_regression-default-loo-does_lay_eggs,0.0,0.0,0.0,22
