,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_expensive,0.39999999999999997,0.47619047619047616,0.3448275862068966,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_expensive,0.39999999999999997,0.47619047619047616,0.3448275862068966,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_expensive,0.39215686274509803,0.45454545454545453,0.3448275862068966,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_expensive,0.375,0.47368421052631576,0.3103448275862069,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_expensive,0.3673469387755102,0.45,0.3103448275862069,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_expensive,0.3673469387755102,0.45,0.3103448275862069,22
word2vec_google_news-logistic_regression-default-loo-is_expensive,0.2777777777777778,0.7142857142857143,0.1724137931034483,22
word2vec_google_news-nearest_neighbors-100-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-600-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-1000-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-800-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-300-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-700-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-500-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-200-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-400-loo-is_expensive,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-900-loo-is_expensive,0.0,0.0,0.0,22
