,f1,p,r,oov
word2vec_google_news-nearest_neighbors-900-loo-is_a_weapon,0.7391304347826088,0.7727272727272727,0.7083333333333334,22
word2vec_google_news-nearest_neighbors-700-loo-is_a_weapon,0.7391304347826088,0.7727272727272727,0.7083333333333334,22
word2vec_google_news-nearest_neighbors-800-loo-is_a_weapon,0.7391304347826088,0.7727272727272727,0.7083333333333334,22
word2vec_google_news-nearest_neighbors-400-loo-is_a_weapon,0.7272727272727272,0.8,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-500-loo-is_a_weapon,0.7272727272727272,0.8,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-600-loo-is_a_weapon,0.7111111111111111,0.7619047619047619,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-1000-loo-is_a_weapon,0.7083333333333334,0.7083333333333334,0.7083333333333334,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_a_weapon,0.6976744186046512,0.7894736842105263,0.625,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_a_weapon,0.6976744186046512,0.7894736842105263,0.625,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_a_weapon,0.6818181818181818,0.75,0.625,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_a_weapon,0.6666666666666666,0.7777777777777778,0.5833333333333334,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_a_weapon,0.6511627906976745,0.7368421052631579,0.5833333333333334,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_a_weapon,0.6341463414634146,0.7647058823529411,0.5416666666666666,22
word2vec_google_news-nearest_neighbors-300-loo-is_a_weapon,0.6,0.75,0.5,22
word2vec_google_news-logistic_regression-default-loo-is_a_weapon,0.5555555555555556,0.8333333333333334,0.4166666666666667,22
word2vec_google_news-nearest_neighbors-200-loo-is_a_weapon,0.5405405405405406,0.7692307692307693,0.4166666666666667,22
word2vec_google_news-nearest_neighbors-100-loo-is_a_weapon,0.48484848484848486,0.8888888888888888,0.3333333333333333,22
