,f1,p,r,oov
results-word2vec_movies-neural_net_classification-default-shuff-2018-10-25-11:00:46-918858-loo-crowd_is_dangerous,0.8750000000000001,0.7777777777777778,1.0,195
results-word2vec_movies-neural_net_classification-default-shuff-2018-10-25-13:26:31-173396-loo-crowd_is_dangerous,0.8750000000000001,0.7777777777777778,1.0,195
results-word2vec_movies-neural_net_classification-default-shuff-2018-10-25-11:00:49-709146-loo-crowd_is_dangerous,0.8387096774193549,0.7647058823529411,0.9285714285714286,195
results-word2vec_movies-logistic_regression-default-loo-crowd_is_dangerous,0.8235294117647058,0.7,1.0,195
results-word2vec_movies-neural_net_classification-default-shuff-2018-10-25-11:00:43-619958-loo-crowd_is_dangerous,0.7999999999999999,0.75,0.8571428571428571,195
results-word2vec_movies-nearest_neighbors-1000-loo-crowd_is_dangerous,0.4210526315789473,0.8,0.2857142857142857,195
results-word2vec_movies-nearest_neighbors-600-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-400-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-200-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-500-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-700-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-300-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-100-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-900-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
results-word2vec_movies-nearest_neighbors-800-loo-crowd_is_dangerous,0.25,1.0,0.14285714285714285,195
