,f1,p,r,oov
word2vec_google_news-nearest_neighbors-900-loo-made_of_glass,0.2857142857142857,0.3125,0.2631578947368421,22
word2vec_google_news-nearest_neighbors-800-loo-made_of_glass,0.2857142857142857,0.3125,0.2631578947368421,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-made_of_glass,0.2857142857142857,0.4444444444444444,0.21052631578947367,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-made_of_glass,0.27586206896551724,0.4,0.21052631578947367,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-made_of_glass,0.26666666666666666,0.36363636363636365,0.21052631578947367,22
word2vec_google_news-nearest_neighbors-1000-loo-made_of_glass,0.2631578947368421,0.2631578947368421,0.2631578947368421,22
word2vec_google_news-nearest_neighbors-500-loo-made_of_glass,0.2580645161290323,0.3333333333333333,0.21052631578947367,22
word2vec_google_news-nearest_neighbors-600-loo-made_of_glass,0.2580645161290323,0.3333333333333333,0.21052631578947367,22
word2vec_google_news-nearest_neighbors-700-loo-made_of_glass,0.24242424242424243,0.2857142857142857,0.21052631578947367,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-made_of_glass,0.21428571428571427,0.3333333333333333,0.15789473684210525,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-made_of_glass,0.21428571428571427,0.3333333333333333,0.15789473684210525,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-made_of_glass,0.20689655172413793,0.3,0.15789473684210525,22
word2vec_google_news-nearest_neighbors-400-loo-made_of_glass,0.20689655172413793,0.3,0.15789473684210525,22
word2vec_google_news-nearest_neighbors-100-loo-made_of_glass,0.16,0.3333333333333333,0.10526315789473684,22
word2vec_google_news-nearest_neighbors-200-loo-made_of_glass,0.15384615384615385,0.2857142857142857,0.10526315789473684,22
word2vec_google_news-nearest_neighbors-300-loo-made_of_glass,0.14814814814814814,0.25,0.10526315789473684,22
word2vec_google_news-logistic_regression-default-loo-made_of_glass,0.0,0.0,0.0,22
