,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_sharp,0.6666666666666667,0.782608695652174,0.5806451612903226,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_sharp,0.6545454545454547,0.75,0.5806451612903226,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_sharp,0.6428571428571428,0.72,0.5806451612903226,22
word2vec_google_news-nearest_neighbors-1000-loo-is_sharp,0.6363636363636364,0.6,0.6774193548387096,22
word2vec_google_news-nearest_neighbors-700-loo-is_sharp,0.634920634920635,0.625,0.6451612903225806,22
word2vec_google_news-nearest_neighbors-800-loo-is_sharp,0.625,0.6060606060606061,0.6451612903225806,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_sharp,0.6181818181818182,0.7083333333333334,0.5483870967741935,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_sharp,0.6181818181818182,0.7083333333333334,0.5483870967741935,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_sharp,0.6181818181818182,0.7083333333333334,0.5483870967741935,22
word2vec_google_news-nearest_neighbors-900-loo-is_sharp,0.6153846153846154,0.5882352941176471,0.6451612903225806,22
word2vec_google_news-nearest_neighbors-500-loo-is_sharp,0.5964912280701755,0.6538461538461539,0.5483870967741935,22
word2vec_google_news-nearest_neighbors-600-loo-is_sharp,0.5862068965517241,0.6296296296296297,0.5483870967741935,22
word2vec_google_news-logistic_regression-default-loo-is_sharp,0.5531914893617021,0.8125,0.41935483870967744,22
word2vec_google_news-nearest_neighbors-400-loo-is_sharp,0.5283018867924528,0.6363636363636364,0.45161290322580644,22
word2vec_google_news-nearest_neighbors-300-loo-is_sharp,0.48000000000000004,0.631578947368421,0.3870967741935484,22
word2vec_google_news-nearest_neighbors-200-loo-is_sharp,0.4680851063829787,0.6875,0.3548387096774194,22
word2vec_google_news-nearest_neighbors-100-loo-is_sharp,0.358974358974359,0.875,0.22580645161290322,22
