,f1,p,r,oov
word2vec_google_news-logistic_regression-default-loo-is_a_tool,0.5098039215686274,0.7222222222222222,0.3939393939393939,22
word2vec_google_news-nearest_neighbors-300-loo-is_a_tool,0.5,0.6842105263157895,0.3939393939393939,22
word2vec_google_news-nearest_neighbors-1000-loo-is_a_tool,0.5,0.5555555555555556,0.45454545454545453,22
word2vec_google_news-nearest_neighbors-600-loo-is_a_tool,0.5,0.6086956521739131,0.42424242424242425,22
word2vec_google_news-nearest_neighbors-900-loo-is_a_tool,0.5,0.5555555555555556,0.45454545454545453,22
word2vec_google_news-nearest_neighbors-700-loo-is_a_tool,0.4912280701754386,0.5833333333333334,0.42424242424242425,22
word2vec_google_news-nearest_neighbors-400-loo-is_a_tool,0.490566037735849,0.65,0.3939393939393939,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_a_tool,0.490566037735849,0.65,0.3939393939393939,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_a_tool,0.490566037735849,0.65,0.3939393939393939,22
word2vec_google_news-nearest_neighbors-800-loo-is_a_tool,0.4827586206896552,0.56,0.42424242424242425,22
word2vec_google_news-nearest_neighbors-500-loo-is_a_tool,0.48148148148148145,0.6190476190476191,0.3939393939393939,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_a_tool,0.4705882352941177,0.6666666666666666,0.36363636363636365,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_a_tool,0.4705882352941177,0.6666666666666666,0.36363636363636365,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_a_tool,0.46153846153846156,0.631578947368421,0.36363636363636365,22
word2vec_google_news-nearest_neighbors-200-loo-is_a_tool,0.45833333333333326,0.7333333333333333,0.3333333333333333,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_a_tool,0.44,0.6470588235294118,0.3333333333333333,22
word2vec_google_news-nearest_neighbors-100-loo-is_a_tool,0.2926829268292683,0.75,0.18181818181818182,22
