,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-made_of_fabric_cloth_material,0.7787610619469026,0.8301886792452831,0.7333333333333333,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-made_of_fabric_cloth_material,0.7719298245614035,0.8148148148148148,0.7333333333333333,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-made_of_fabric_cloth_material,0.7719298245614035,0.8148148148148148,0.7333333333333333,22
word2vec_google_news-logistic_regression-default-loo-made_of_fabric_cloth_material,0.766355140186916,0.8723404255319149,0.6833333333333333,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-made_of_fabric_cloth_material,0.7610619469026548,0.8113207547169812,0.7166666666666667,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-made_of_fabric_cloth_material,0.7543859649122806,0.7962962962962963,0.7166666666666667,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-made_of_fabric_cloth_material,0.7543859649122806,0.7962962962962963,0.7166666666666667,22
word2vec_google_news-nearest_neighbors-1000-loo-made_of_fabric_cloth_material,0.4155844155844156,0.9411764705882353,0.26666666666666666,22
word2vec_google_news-nearest_neighbors-800-loo-made_of_fabric_cloth_material,0.39473684210526316,0.9375,0.25,22
word2vec_google_news-nearest_neighbors-900-loo-made_of_fabric_cloth_material,0.39473684210526316,0.9375,0.25,22
word2vec_google_news-nearest_neighbors-700-loo-made_of_fabric_cloth_material,0.37333333333333335,0.9333333333333333,0.23333333333333334,22
word2vec_google_news-nearest_neighbors-600-loo-made_of_fabric_cloth_material,0.32876712328767127,0.9230769230769231,0.2,22
word2vec_google_news-nearest_neighbors-500-loo-made_of_fabric_cloth_material,0.3055555555555556,0.9166666666666666,0.18333333333333332,22
word2vec_google_news-nearest_neighbors-400-loo-made_of_fabric_cloth_material,0.2816901408450704,0.9090909090909091,0.16666666666666666,22
word2vec_google_news-nearest_neighbors-300-loo-made_of_fabric_cloth_material,0.2571428571428572,0.9,0.15,22
word2vec_google_news-nearest_neighbors-200-loo-made_of_fabric_cloth_material,0.20588235294117646,0.875,0.11666666666666667,22
word2vec_google_news-nearest_neighbors-100-loo-made_of_fabric_cloth_material,0.125,1.0,0.06666666666666667,22
