,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_roots,0.7500000000000001,0.8181818181818182,0.6923076923076923,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_roots,0.7500000000000001,0.8181818181818182,0.6923076923076923,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_roots,0.7234042553191489,0.8095238095238095,0.6538461538461539,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_roots,0.7234042553191489,0.8095238095238095,0.6538461538461539,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_roots,0.7234042553191489,0.8095238095238095,0.6538461538461539,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_roots,0.6808510638297872,0.7619047619047619,0.6153846153846154,22
word2vec_google_news-logistic_regression-default-loo-has_roots,0.6511627906976744,0.8235294117647058,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-800-loo-has_roots,0.30303030303030304,0.7142857142857143,0.19230769230769232,22
word2vec_google_news-nearest_neighbors-900-loo-has_roots,0.29411764705882354,0.625,0.19230769230769232,22
word2vec_google_news-nearest_neighbors-1000-loo-has_roots,0.28571428571428575,0.5555555555555556,0.19230769230769232,22
word2vec_google_news-nearest_neighbors-600-loo-has_roots,0.25806451612903225,0.8,0.15384615384615385,22
word2vec_google_news-nearest_neighbors-700-loo-has_roots,0.25806451612903225,0.8,0.15384615384615385,22
word2vec_google_news-nearest_neighbors-300-loo-has_roots,0.20689655172413793,1.0,0.11538461538461539,22
word2vec_google_news-nearest_neighbors-400-loo-has_roots,0.20689655172413793,1.0,0.11538461538461539,22
word2vec_google_news-nearest_neighbors-500-loo-has_roots,0.19999999999999998,0.75,0.11538461538461539,22
word2vec_google_news-nearest_neighbors-100-loo-has_roots,0.07407407407407407,1.0,0.038461538461538464,22
word2vec_google_news-nearest_neighbors-200-loo-has_roots,0.07407407407407407,1.0,0.038461538461538464,22
