,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_tall,0.6451612903225806,0.9090909090909091,0.5,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_tall,0.6451612903225806,0.9090909090909091,0.5,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_tall,0.6451612903225806,0.9090909090909091,0.5,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_tall,0.6451612903225806,0.9090909090909091,0.5,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_tall,0.6451612903225806,0.9090909090909091,0.5,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_tall,0.625,0.8333333333333334,0.5,22
word2vec_google_news-logistic_regression-default-loo-is_tall,0.5714285714285715,1.0,0.4,22
word2vec_google_news-nearest_neighbors-600-loo-is_tall,0.4285714285714285,0.75,0.3,22
word2vec_google_news-nearest_neighbors-1000-loo-is_tall,0.4285714285714285,0.75,0.3,22
word2vec_google_news-nearest_neighbors-800-loo-is_tall,0.4285714285714285,0.75,0.3,22
word2vec_google_news-nearest_neighbors-700-loo-is_tall,0.4285714285714285,0.75,0.3,22
word2vec_google_news-nearest_neighbors-900-loo-is_tall,0.4285714285714285,0.75,0.3,22
word2vec_google_news-nearest_neighbors-300-loo-is_tall,0.3846153846153846,0.8333333333333334,0.25,22
word2vec_google_news-nearest_neighbors-500-loo-is_tall,0.3846153846153846,0.8333333333333334,0.25,22
word2vec_google_news-nearest_neighbors-400-loo-is_tall,0.3846153846153846,0.8333333333333334,0.25,22
word2vec_google_news-nearest_neighbors-200-loo-is_tall,0.33333333333333337,1.0,0.2,22
word2vec_google_news-nearest_neighbors-100-loo-is_tall,0.18181818181818182,1.0,0.1,22
