,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_claws,0.4705882352941177,0.6666666666666666,0.36363636363636365,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_claws,0.4117647058823529,0.5833333333333334,0.3181818181818182,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_claws,0.4117647058823529,0.5833333333333334,0.3181818181818182,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_claws,0.4117647058823529,0.5833333333333334,0.3181818181818182,22
word2vec_google_news-nearest_neighbors-200-loo-has_claws,0.39215686274509803,0.3448275862068966,0.45454545454545453,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_claws,0.3888888888888889,0.5,0.3181818181818182,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_claws,0.37499999999999994,0.6,0.2727272727272727,22
word2vec_google_news-nearest_neighbors-100-loo-has_claws,0.3181818181818182,0.3181818181818182,0.3181818181818182,22
word2vec_google_news-nearest_neighbors-300-loo-has_claws,0.31746031746031744,0.24390243902439024,0.45454545454545453,22
word2vec_google_news-nearest_neighbors-500-loo-has_claws,0.2933333333333334,0.20754716981132076,0.5,22
word2vec_google_news-nearest_neighbors-600-loo-has_claws,0.2891566265060241,0.19672131147540983,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-400-loo-has_claws,0.28571428571428575,0.20833333333333334,0.45454545454545453,22
word2vec_google_news-nearest_neighbors-700-loo-has_claws,0.2823529411764706,0.19047619047619047,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-800-loo-has_claws,0.27906976744186046,0.1875,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-900-loo-has_claws,0.2727272727272727,0.18181818181818182,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-1000-loo-has_claws,0.2727272727272727,0.18181818181818182,0.5454545454545454,22
word2vec_google_news-logistic_regression-default-loo-has_claws,0.24000000000000002,1.0,0.13636363636363635,22
