,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_healthy,0.4583333333333333,0.4782608695652174,0.44,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_healthy,0.4583333333333333,0.4782608695652174,0.44,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_healthy,0.4489795918367347,0.4583333333333333,0.44,22
word2vec_google_news-nearest_neighbors-500-loo-is_healthy,0.42857142857142855,0.3870967741935484,0.48,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_healthy,0.4255319148936171,0.45454545454545453,0.4,22
word2vec_google_news-nearest_neighbors-900-loo-is_healthy,0.42105263157894735,0.375,0.48,22
word2vec_google_news-nearest_neighbors-800-loo-is_healthy,0.42105263157894735,0.375,0.48,22
word2vec_google_news-nearest_neighbors-700-loo-is_healthy,0.42105263157894735,0.375,0.48,22
word2vec_google_news-nearest_neighbors-600-loo-is_healthy,0.42105263157894735,0.375,0.48,22
word2vec_google_news-nearest_neighbors-1000-loo-is_healthy,0.42105263157894735,0.375,0.48,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_healthy,0.41666666666666663,0.43478260869565216,0.4,22
word2vec_google_news-nearest_neighbors-400-loo-is_healthy,0.4,0.36666666666666664,0.44,22
word2vec_google_news-nearest_neighbors-100-loo-is_healthy,0.37499999999999994,0.391304347826087,0.36,22
word2vec_google_news-nearest_neighbors-200-loo-is_healthy,0.35294117647058826,0.34615384615384615,0.36,22
word2vec_google_news-logistic_regression-default-loo-is_healthy,0.3529411764705882,0.6666666666666666,0.24,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_healthy,0.34782608695652173,0.38095238095238093,0.32,22
word2vec_google_news-nearest_neighbors-300-loo-is_healthy,0.33962264150943394,0.32142857142857145,0.36,22
