,f1,p,r,oov
word2vec_google_news-nearest_neighbors-900-loo-has_eyes,0.3396226415094339,0.28125,0.42857142857142855,22
word2vec_google_news-nearest_neighbors-400-loo-has_eyes,0.3333333333333333,0.3333333333333333,0.3333333333333333,22
word2vec_google_news-nearest_neighbors-600-loo-has_eyes,0.3333333333333333,0.2962962962962963,0.38095238095238093,22
word2vec_google_news-nearest_neighbors-1000-loo-has_eyes,0.33333333333333326,0.2727272727272727,0.42857142857142855,22
word2vec_google_news-nearest_neighbors-700-loo-has_eyes,0.32653061224489793,0.2857142857142857,0.38095238095238093,22
word2vec_google_news-nearest_neighbors-300-loo-has_eyes,0.3243243243243243,0.375,0.2857142857142857,22
word2vec_google_news-nearest_neighbors-200-loo-has_eyes,0.3235294117647059,0.4230769230769231,0.2619047619047619,22
word2vec_google_news-nearest_neighbors-500-loo-has_eyes,0.3225806451612903,0.29411764705882354,0.35714285714285715,22
word2vec_google_news-nearest_neighbors-800-loo-has_eyes,0.31683168316831684,0.2711864406779661,0.38095238095238093,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_eyes,0.27848101265822783,0.2972972972972973,0.2619047619047619,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_eyes,0.27848101265822783,0.2972972972972973,0.2619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_eyes,0.2750000000000001,0.2894736842105263,0.2619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_eyes,0.26506024096385544,0.2682926829268293,0.2619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_eyes,0.2368421052631579,0.2647058823529412,0.21428571428571427,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_eyes,0.2191780821917808,0.25806451612903225,0.19047619047619047,22
word2vec_google_news-nearest_neighbors-100-loo-has_eyes,0.20338983050847456,0.35294117647058826,0.14285714285714285,22
word2vec_google_news-logistic_regression-default-loo-has_eyes,0.13793103448275862,0.25,0.09523809523809523,22
