,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-made_of_wood,0.6311111111111112,0.6454545454545455,0.6173913043478261,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-made_of_wood,0.6283185840707963,0.6396396396396397,0.6173913043478261,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-made_of_wood,0.6255506607929515,0.6339285714285714,0.6173913043478261,22
word2vec_google_news-logistic_regression-default-loo-made_of_wood,0.619718309859155,0.673469387755102,0.5739130434782609,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-made_of_wood,0.6175115207373272,0.6568627450980392,0.5826086956521739,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-made_of_wood,0.6167400881057269,0.625,0.6086956521739131,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-made_of_wood,0.5991189427312775,0.6071428571428571,0.591304347826087,22
word2vec_google_news-nearest_neighbors-900-loo-made_of_wood,0.13533834586466167,0.5,0.0782608695652174,22
word2vec_google_news-nearest_neighbors-1000-loo-made_of_wood,0.13432835820895522,0.47368421052631576,0.0782608695652174,22
word2vec_google_news-nearest_neighbors-800-loo-made_of_wood,0.12307692307692307,0.5333333333333333,0.06956521739130435,22
word2vec_google_news-nearest_neighbors-700-loo-made_of_wood,0.09523809523809522,0.5454545454545454,0.05217391304347826,22
word2vec_google_news-nearest_neighbors-600-loo-made_of_wood,0.06504065040650406,0.5,0.034782608695652174,22
word2vec_google_news-nearest_neighbors-500-loo-made_of_wood,0.06504065040650406,0.5,0.034782608695652174,22
word2vec_google_news-nearest_neighbors-300-loo-made_of_wood,0.03361344537815126,0.5,0.017391304347826087,22
word2vec_google_news-nearest_neighbors-400-loo-made_of_wood,0.03305785123966942,0.3333333333333333,0.017391304347826087,22
word2vec_google_news-nearest_neighbors-100-loo-made_of_wood,0.017241379310344827,1.0,0.008695652173913044,22
word2vec_google_news-nearest_neighbors-200-loo-made_of_wood,0.017094017094017096,0.5,0.008695652173913044,22
