,f1,p,r,oov
word2vec_google_news-logistic_regression-default-loo-is_eaten_edible,0.88,0.9252336448598131,0.8389830508474576,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_eaten_edible,0.860759493670886,0.8571428571428571,0.864406779661017,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_eaten_edible,0.8595744680851065,0.8632478632478633,0.8559322033898306,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_eaten_edible,0.8595744680851065,0.8632478632478633,0.8559322033898306,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_eaten_edible,0.8571428571428572,0.85,0.864406779661017,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_eaten_edible,0.8523206751054853,0.8487394957983193,0.8559322033898306,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_eaten_edible,0.851063829787234,0.8547008547008547,0.847457627118644,22
word2vec_google_news-nearest_neighbors-1000-loo-is_eaten_edible,0.36986301369863017,0.9642857142857143,0.2288135593220339,22
word2vec_google_news-nearest_neighbors-900-loo-is_eaten_edible,0.36986301369863017,0.9642857142857143,0.2288135593220339,22
word2vec_google_news-nearest_neighbors-800-loo-is_eaten_edible,0.3586206896551724,0.9629629629629629,0.22033898305084745,22
word2vec_google_news-nearest_neighbors-700-loo-is_eaten_edible,0.33566433566433573,0.96,0.2033898305084746,22
word2vec_google_news-nearest_neighbors-600-loo-is_eaten_edible,0.3120567375886525,0.9565217391304348,0.1864406779661017,22
word2vec_google_news-nearest_neighbors-500-loo-is_eaten_edible,0.3,0.9545454545454546,0.17796610169491525,22
word2vec_google_news-nearest_neighbors-300-loo-is_eaten_edible,0.27536231884057966,0.95,0.16101694915254236,22
word2vec_google_news-nearest_neighbors-400-loo-is_eaten_edible,0.27536231884057966,0.95,0.16101694915254236,22
word2vec_google_news-nearest_neighbors-200-loo-is_eaten_edible,0.23880597014925373,1.0,0.13559322033898305,22
word2vec_google_news-nearest_neighbors-100-loo-is_eaten_edible,0.1984732824427481,1.0,0.11016949152542373,22
