,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_skin_peel,0.7419354838709677,0.7931034482758621,0.696969696969697,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_skin_peel,0.7333333333333333,0.8148148148148148,0.6666666666666666,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_skin_peel,0.721311475409836,0.7857142857142857,0.6666666666666666,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_skin_peel,0.7096774193548386,0.7586206896551724,0.6666666666666666,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_skin_peel,0.7096774193548386,0.7586206896551724,0.6666666666666666,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_skin_peel,0.6984126984126984,0.7333333333333333,0.6666666666666666,22
word2vec_google_news-logistic_regression-default-loo-has_skin_peel,0.6666666666666667,0.7916666666666666,0.5757575757575758,22
word2vec_google_news-nearest_neighbors-1000-loo-has_skin_peel,0.6470588235294118,0.6285714285714286,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-800-loo-has_skin_peel,0.6470588235294118,0.6285714285714286,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-900-loo-has_skin_peel,0.6470588235294118,0.6285714285714286,0.6666666666666666,22
word2vec_google_news-nearest_neighbors-700-loo-has_skin_peel,0.6268656716417911,0.6176470588235294,0.6363636363636364,22
word2vec_google_news-nearest_neighbors-500-loo-has_skin_peel,0.625,0.6451612903225806,0.6060606060606061,22
word2vec_google_news-nearest_neighbors-600-loo-has_skin_peel,0.6153846153846154,0.625,0.6060606060606061,22
word2vec_google_news-nearest_neighbors-400-loo-has_skin_peel,0.6129032258064515,0.6551724137931034,0.5757575757575758,22
word2vec_google_news-nearest_neighbors-300-loo-has_skin_peel,0.5901639344262296,0.6428571428571429,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-200-loo-has_skin_peel,0.5901639344262296,0.6428571428571429,0.5454545454545454,22
word2vec_google_news-nearest_neighbors-100-loo-has_skin_peel,0.44,0.6470588235294118,0.3333333333333333,22
