,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_heavy,0.27272727272727276,0.3333333333333333,0.23076923076923078,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_heavy,0.25,0.32,0.20512820512820512,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_heavy,0.2461538461538462,0.3076923076923077,0.20512820512820512,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_heavy,0.2153846153846154,0.2692307692307692,0.1794871794871795,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_heavy,0.2153846153846154,0.2692307692307692,0.1794871794871795,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_heavy,0.21212121212121213,0.25925925925925924,0.1794871794871795,22
word2vec_google_news-logistic_regression-default-loo-is_heavy,0.1702127659574468,0.5,0.10256410256410256,22
word2vec_google_news-nearest_neighbors-1000-loo-is_heavy,0.15384615384615385,0.3076923076923077,0.10256410256410256,22
word2vec_google_news-nearest_neighbors-900-loo-is_heavy,0.15384615384615385,0.3076923076923077,0.10256410256410256,22
word2vec_google_news-nearest_neighbors-800-loo-is_heavy,0.12000000000000001,0.2727272727272727,0.07692307692307693,22
word2vec_google_news-nearest_neighbors-600-loo-is_heavy,0.0851063829787234,0.25,0.05128205128205128,22
word2vec_google_news-nearest_neighbors-700-loo-is_heavy,0.08333333333333333,0.2222222222222222,0.05128205128205128,22
word2vec_google_news-nearest_neighbors-500-loo-is_heavy,0.044444444444444446,0.16666666666666666,0.02564102564102564,22
word2vec_google_news-nearest_neighbors-400-loo-is_heavy,0.044444444444444446,0.16666666666666666,0.02564102564102564,22
word2vec_google_news-nearest_neighbors-100-loo-is_heavy,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-300-loo-is_heavy,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-200-loo-is_heavy,0.0,0.0,0.0,22
