,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_tasty,0.8522727272727273,0.8426966292134831,0.8620689655172413,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_tasty,0.8439306358381502,0.8488372093023255,0.8390804597701149,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_tasty,0.8372093023255814,0.8470588235294118,0.8275862068965517,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_tasty,0.8323699421965317,0.8372093023255814,0.8275862068965517,22
word2vec_google_news-logistic_regression-default-loo-is_tasty,0.8323699421965317,0.8372093023255814,0.8275862068965517,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_tasty,0.8314606741573034,0.8131868131868132,0.8505747126436781,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_tasty,0.8181818181818181,0.8089887640449438,0.8275862068965517,22
word2vec_google_news-nearest_neighbors-1000-loo-is_tasty,0.3272727272727273,0.782608695652174,0.20689655172413793,22
word2vec_google_news-nearest_neighbors-700-loo-is_tasty,0.3148148148148148,0.8095238095238095,0.19540229885057472,22
word2vec_google_news-nearest_neighbors-600-loo-is_tasty,0.3148148148148148,0.8095238095238095,0.19540229885057472,22
word2vec_google_news-nearest_neighbors-800-loo-is_tasty,0.3148148148148148,0.8095238095238095,0.19540229885057472,22
word2vec_google_news-nearest_neighbors-900-loo-is_tasty,0.3119266055045872,0.7727272727272727,0.19540229885057472,22
word2vec_google_news-nearest_neighbors-300-loo-is_tasty,0.3018867924528302,0.8421052631578947,0.1839080459770115,22
word2vec_google_news-nearest_neighbors-500-loo-is_tasty,0.29906542056074764,0.8,0.1839080459770115,22
word2vec_google_news-nearest_neighbors-400-loo-is_tasty,0.29906542056074764,0.8,0.1839080459770115,22
word2vec_google_news-nearest_neighbors-200-loo-is_tasty,0.2352941176470588,0.8,0.13793103448275862,22
word2vec_google_news-nearest_neighbors-100-loo-is_tasty,0.18181818181818182,0.75,0.10344827586206896,22
