,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_used_in_cooking,0.6250000000000001,0.6756756756756757,0.5813953488372093,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_used_in_cooking,0.5822784810126581,0.6388888888888888,0.5348837209302325,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_used_in_cooking,0.5679012345679012,0.6052631578947368,0.5348837209302325,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_used_in_cooking,0.5569620253164557,0.6111111111111112,0.5116279069767442,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_used_in_cooking,0.5526315789473685,0.6363636363636364,0.4883720930232558,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_used_in_cooking,0.5526315789473685,0.6363636363636364,0.4883720930232558,22
word2vec_google_news-logistic_regression-default-loo-is_used_in_cooking,0.5428571428571429,0.7037037037037037,0.4418604651162791,22
word2vec_google_news-nearest_neighbors-1000-loo-is_used_in_cooking,0.32727272727272727,0.75,0.20930232558139536,22
word2vec_google_news-nearest_neighbors-900-loo-is_used_in_cooking,0.2962962962962963,0.7272727272727273,0.18604651162790697,22
word2vec_google_news-nearest_neighbors-800-loo-is_used_in_cooking,0.2641509433962264,0.7,0.16279069767441862,22
word2vec_google_news-nearest_neighbors-600-loo-is_used_in_cooking,0.2352941176470588,0.75,0.13953488372093023,22
word2vec_google_news-nearest_neighbors-700-loo-is_used_in_cooking,0.2352941176470588,0.75,0.13953488372093023,22
word2vec_google_news-nearest_neighbors-500-loo-is_used_in_cooking,0.2352941176470588,0.75,0.13953488372093023,22
word2vec_google_news-nearest_neighbors-400-loo-is_used_in_cooking,0.2,0.7142857142857143,0.11627906976744186,22
word2vec_google_news-nearest_neighbors-200-loo-is_used_in_cooking,0.08695652173913045,0.6666666666666666,0.046511627906976744,22
word2vec_google_news-nearest_neighbors-300-loo-is_used_in_cooking,0.0851063829787234,0.5,0.046511627906976744,22
word2vec_google_news-nearest_neighbors-100-loo-is_used_in_cooking,0.04444444444444444,0.5,0.023255813953488372,22
