,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_food,0.6229508196721312,0.7037037037037037,0.5588235294117647,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_food,0.5999999999999999,0.6923076923076923,0.5294117647058824,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_food,0.5999999999999999,0.6923076923076923,0.5294117647058824,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_food,0.5999999999999999,0.6923076923076923,0.5294117647058824,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_food,0.576271186440678,0.68,0.5,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_food,0.5666666666666668,0.6538461538461539,0.5,22
word2vec_google_news-logistic_regression-default-loo-is_food,0.5185185185185185,0.7,0.4117647058823529,22
word2vec_google_news-nearest_neighbors-800-loo-is_food,0.2,0.3125,0.14705882352941177,22
word2vec_google_news-nearest_neighbors-1000-loo-is_food,0.19607843137254904,0.29411764705882354,0.14705882352941177,22
word2vec_google_news-nearest_neighbors-900-loo-is_food,0.19607843137254904,0.29411764705882354,0.14705882352941177,22
word2vec_google_news-nearest_neighbors-600-loo-is_food,0.1702127659574468,0.3076923076923077,0.11764705882352941,22
word2vec_google_news-nearest_neighbors-700-loo-is_food,0.16666666666666666,0.2857142857142857,0.11764705882352941,22
word2vec_google_news-nearest_neighbors-100-loo-is_food,0.15384615384615385,0.6,0.08823529411764706,22
word2vec_google_news-nearest_neighbors-200-loo-is_food,0.15384615384615385,0.6,0.08823529411764706,22
word2vec_google_news-nearest_neighbors-300-loo-is_food,0.15,0.5,0.08823529411764706,22
word2vec_google_news-nearest_neighbors-400-loo-is_food,0.14285714285714285,0.375,0.08823529411764706,22
word2vec_google_news-nearest_neighbors-500-loo-is_food,0.13636363636363635,0.3,0.08823529411764706,22
