,f1,p,r,oov
word2vec_google_news-logistic_regression-default-loo-made_of_metal,0.8390243902439024,0.8309178743961353,0.8472906403940886,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-made_of_metal,0.8316831683168316,0.835820895522388,0.8275862068965517,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-made_of_metal,0.8246913580246913,0.8267326732673267,0.8226600985221675,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-made_of_metal,0.8246913580246913,0.8267326732673267,0.8226600985221675,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-made_of_metal,0.8246913580246913,0.8267326732673267,0.8226600985221675,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-made_of_metal,0.8226600985221676,0.8226600985221675,0.8226600985221675,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-made_of_metal,0.8188585607940446,0.825,0.812807881773399,22
word2vec_google_news-nearest_neighbors-900-loo-made_of_metal,0.14414414414414414,0.8421052631578947,0.07881773399014778,22
word2vec_google_news-nearest_neighbors-1000-loo-made_of_metal,0.14349775784753363,0.8,0.07881773399014778,22
word2vec_google_news-nearest_neighbors-800-loo-made_of_metal,0.11009174311926605,0.8,0.059113300492610835,22
word2vec_google_news-nearest_neighbors-700-loo-made_of_metal,0.08372093023255814,0.75,0.04433497536945813,22
word2vec_google_news-nearest_neighbors-500-loo-made_of_metal,0.0751173708920188,0.8,0.03940886699507389,22
word2vec_google_news-nearest_neighbors-600-loo-made_of_metal,0.07476635514018692,0.7272727272727273,0.03940886699507389,22
word2vec_google_news-nearest_neighbors-400-loo-made_of_metal,0.05714285714285714,0.8571428571428571,0.029556650246305417,22
word2vec_google_news-nearest_neighbors-300-loo-made_of_metal,0.04784688995215312,0.8333333333333334,0.024630541871921183,22
word2vec_google_news-nearest_neighbors-200-loo-made_of_metal,0.038461538461538464,0.8,0.019704433497536946,22
word2vec_google_news-nearest_neighbors-100-loo-made_of_metal,0.01951219512195122,1.0,0.009852216748768473,22
