,f1,p,r,oov
word2vec_google_news-nearest_neighbors-500-loo-does_live_in_water,0.5818181818181819,0.5517241379310345,0.6153846153846154,22
word2vec_google_news-nearest_neighbors-400-loo-does_live_in_water,0.5555555555555555,0.5357142857142857,0.5769230769230769,22
word2vec_google_news-nearest_neighbors-1000-loo-does_live_in_water,0.553846153846154,0.46153846153846156,0.6923076923076923,22
word2vec_google_news-nearest_neighbors-900-loo-does_live_in_water,0.5396825396825398,0.4594594594594595,0.6538461538461539,22
word2vec_google_news-nearest_neighbors-800-loo-does_live_in_water,0.5396825396825398,0.4594594594594595,0.6538461538461539,22
word2vec_google_news-nearest_neighbors-600-loo-does_live_in_water,0.5333333333333333,0.47058823529411764,0.6153846153846154,22
word2vec_google_news-nearest_neighbors-300-loo-does_live_in_water,0.5283018867924528,0.5185185185185185,0.5384615384615384,22
word2vec_google_news-nearest_neighbors-700-loo-does_live_in_water,0.5245901639344263,0.45714285714285713,0.6153846153846154,22
word2vec_google_news-nearest_neighbors-200-loo-does_live_in_water,0.5098039215686274,0.52,0.5,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-does_live_in_water,0.47826086956521735,0.55,0.4230769230769231,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-does_live_in_water,0.4680851063829788,0.5238095238095238,0.4230769230769231,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-does_live_in_water,0.4583333333333333,0.5,0.4230769230769231,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-does_live_in_water,0.4583333333333333,0.5,0.4230769230769231,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-does_live_in_water,0.4444444444444444,0.5263157894736842,0.38461538461538464,22
word2vec_google_news-nearest_neighbors-100-loo-does_live_in_water,0.4285714285714286,0.5625,0.34615384615384615,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-does_live_in_water,0.42553191489361697,0.47619047619047616,0.38461538461538464,22
word2vec_google_news-logistic_regression-default-loo-does_live_in_water,0.27027027027027023,0.45454545454545453,0.19230769230769232,22
