,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_small,0.4682274247491639,0.5109489051094891,0.43209876543209874,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_small,0.46710526315789475,0.5,0.4382716049382716,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_small,0.46052631578947373,0.49295774647887325,0.43209876543209874,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_small,0.45484949832775917,0.49635036496350365,0.41975308641975306,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_small,0.4503311258278146,0.4857142857142857,0.41975308641975306,22
word2vec_google_news-logistic_regression-default-loo-is_small,0.4357142857142857,0.5169491525423728,0.3765432098765432,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_small,0.43097643097643096,0.4740740740740741,0.3950617283950617,22
word2vec_google_news-nearest_neighbors-1000-loo-is_small,0.1530054644808743,0.6666666666666666,0.08641975308641975,22
word2vec_google_news-nearest_neighbors-900-loo-is_small,0.13333333333333333,0.6666666666666666,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-800-loo-is_small,0.12359550561797752,0.6875,0.06790123456790123,22
word2vec_google_news-nearest_neighbors-700-loo-is_small,0.12359550561797752,0.6875,0.06790123456790123,22
word2vec_google_news-nearest_neighbors-600-loo-is_small,0.10285714285714284,0.6923076923076923,0.05555555555555555,22
word2vec_google_news-nearest_neighbors-500-loo-is_small,0.09248554913294796,0.7272727272727273,0.04938271604938271,22
word2vec_google_news-nearest_neighbors-300-loo-is_small,0.07100591715976332,0.8571428571428571,0.037037037037037035,22
word2vec_google_news-nearest_neighbors-400-loo-is_small,0.07058823529411765,0.75,0.037037037037037035,22
word2vec_google_news-nearest_neighbors-200-loo-is_small,0.05952380952380952,0.8333333333333334,0.030864197530864196,22
word2vec_google_news-nearest_neighbors-100-loo-is_small,0.03614457831325301,0.75,0.018518518518518517,22
