,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_worn,0.9108910891089108,0.9387755102040817,0.8846153846153846,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_worn,0.9108910891089108,0.9387755102040817,0.8846153846153846,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_worn,0.9,0.9375,0.8653846153846154,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_worn,0.9,0.9375,0.8653846153846154,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_worn,0.9,0.9375,0.8653846153846154,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_worn,0.8799999999999999,0.9166666666666666,0.8461538461538461,22
word2vec_google_news-logistic_regression-default-loo-is_worn,0.8631578947368421,0.9534883720930233,0.7884615384615384,22
word2vec_google_news-nearest_neighbors-1000-loo-is_worn,0.47058823529411764,1.0,0.3076923076923077,22
word2vec_google_news-nearest_neighbors-900-loo-is_worn,0.42424242424242425,1.0,0.2692307692307692,22
word2vec_google_news-nearest_neighbors-800-loo-is_worn,0.4,1.0,0.25,22
word2vec_google_news-nearest_neighbors-600-loo-is_worn,0.375,1.0,0.23076923076923078,22
word2vec_google_news-nearest_neighbors-700-loo-is_worn,0.375,1.0,0.23076923076923078,22
word2vec_google_news-nearest_neighbors-500-loo-is_worn,0.375,1.0,0.23076923076923078,22
word2vec_google_news-nearest_neighbors-400-loo-is_worn,0.34920634920634924,1.0,0.21153846153846154,22
word2vec_google_news-nearest_neighbors-300-loo-is_worn,0.32258064516129037,1.0,0.19230769230769232,22
word2vec_google_news-nearest_neighbors-200-loo-is_worn,0.29508196721311475,1.0,0.17307692307692307,22
word2vec_google_news-nearest_neighbors-100-loo-is_worn,0.2666666666666667,1.0,0.15384615384615385,22
