,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_a_beak,0.9014084507042254,0.9411764705882353,0.8648648648648649,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_a_beak,0.8857142857142858,0.9393939393939394,0.8378378378378378,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_a_beak,0.8823529411764706,0.967741935483871,0.8108108108108109,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_a_beak,0.8732394366197184,0.9117647058823529,0.8378378378378378,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_a_beak,0.8695652173913043,0.9375,0.8108108108108109,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_a_beak,0.8571428571428571,0.9090909090909091,0.8108108108108109,22
word2vec_google_news-logistic_regression-default-loo-has_a_beak,0.8307692307692307,0.9642857142857143,0.7297297297297297,22
word2vec_google_news-nearest_neighbors-500-loo-has_a_beak,0.626865671641791,0.7,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-400-loo-has_a_beak,0.626865671641791,0.7,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-600-loo-has_a_beak,0.6000000000000001,0.6363636363636364,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-300-loo-has_a_beak,0.5846153846153848,0.6785714285714286,0.5135135135135135,22
word2vec_google_news-nearest_neighbors-700-loo-has_a_beak,0.5833333333333333,0.6,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-1000-loo-has_a_beak,0.575,0.5348837209302325,0.6216216216216216,22
word2vec_google_news-nearest_neighbors-800-loo-has_a_beak,0.5675675675675675,0.5675675675675675,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-900-loo-has_a_beak,0.5526315789473685,0.5384615384615384,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-200-loo-has_a_beak,0.4918032786885246,0.625,0.40540540540540543,22
word2vec_google_news-nearest_neighbors-100-loo-has_a_beak,0.40740740740740744,0.6470588235294118,0.2972972972972973,22
