,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_a_stalk_stem,0.6349206349206349,0.6896551724137931,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_a_stalk_stem,0.6349206349206349,0.6896551724137931,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_a_stalk_stem,0.6349206349206349,0.6896551724137931,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_a_stalk_stem,0.6349206349206349,0.6896551724137931,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_a_stalk_stem,0.625,0.6666666666666666,0.5882352941176471,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_a_stalk_stem,0.625,0.6666666666666666,0.5882352941176471,22
word2vec_google_news-logistic_regression-default-loo-has_a_stalk_stem,0.5490196078431372,0.8235294117647058,0.4117647058823529,22
word2vec_google_news-nearest_neighbors-1000-loo-has_a_stalk_stem,0.48484848484848486,0.5,0.47058823529411764,22
word2vec_google_news-nearest_neighbors-900-loo-has_a_stalk_stem,0.46875,0.5,0.4411764705882353,22
word2vec_google_news-nearest_neighbors-800-loo-has_a_stalk_stem,0.4406779661016949,0.52,0.38235294117647056,22
word2vec_google_news-nearest_neighbors-300-loo-has_a_stalk_stem,0.4313725490196078,0.6470588235294118,0.3235294117647059,22
word2vec_google_news-nearest_neighbors-700-loo-has_a_stalk_stem,0.42857142857142855,0.5454545454545454,0.35294117647058826,22
word2vec_google_news-nearest_neighbors-200-loo-has_a_stalk_stem,0.4166666666666667,0.7142857142857143,0.29411764705882354,22
word2vec_google_news-nearest_neighbors-600-loo-has_a_stalk_stem,0.4150943396226416,0.5789473684210527,0.3235294117647059,22
word2vec_google_news-nearest_neighbors-500-loo-has_a_stalk_stem,0.4150943396226416,0.5789473684210527,0.3235294117647059,22
word2vec_google_news-nearest_neighbors-400-loo-has_a_stalk_stem,0.4150943396226416,0.5789473684210527,0.3235294117647059,22
word2vec_google_news-nearest_neighbors-100-loo-has_a_stalk_stem,0.27906976744186046,0.6666666666666666,0.17647058823529413,22
