,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_colourful,0.375,0.4444444444444444,0.32432432432432434,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_colourful,0.3333333333333333,0.43478260869565216,0.2702702702702703,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_colourful,0.3225806451612903,0.4,0.2702702702702703,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_colourful,0.31746031746031744,0.38461538461538464,0.2702702702702703,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_colourful,0.3050847457627119,0.4090909090909091,0.24324324324324326,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_colourful,0.2950819672131148,0.375,0.24324324324324326,22
word2vec_google_news-logistic_regression-default-loo-is_colourful,0.25,0.5454545454545454,0.16216216216216217,22
word2vec_google_news-nearest_neighbors-800-loo-is_colourful,0.14285714285714288,0.6,0.08108108108108109,22
word2vec_google_news-nearest_neighbors-1000-loo-is_colourful,0.13953488372093023,0.5,0.08108108108108109,22
word2vec_google_news-nearest_neighbors-900-loo-is_colourful,0.13953488372093023,0.5,0.08108108108108109,22
word2vec_google_news-nearest_neighbors-600-loo-is_colourful,0.1,0.6666666666666666,0.05405405405405406,22
word2vec_google_news-nearest_neighbors-700-loo-is_colourful,0.1,0.6666666666666666,0.05405405405405406,22
word2vec_google_news-nearest_neighbors-500-loo-is_colourful,0.1,0.6666666666666666,0.05405405405405406,22
word2vec_google_news-nearest_neighbors-300-loo-is_colourful,0.052631578947368425,1.0,0.02702702702702703,22
word2vec_google_news-nearest_neighbors-400-loo-is_colourful,0.05128205128205129,0.5,0.02702702702702703,22
word2vec_google_news-nearest_neighbors-100-loo-is_colourful,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-200-loo-is_colourful,0.0,0.0,0.0,22
