,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_hard,0.2857142857142857,0.4166666666666667,0.21739130434782608,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_hard,0.27777777777777773,0.38461538461538464,0.21739130434782608,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_hard,0.27777777777777773,0.38461538461538464,0.21739130434782608,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_hard,0.27027027027027023,0.35714285714285715,0.21739130434782608,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_hard,0.26315789473684204,0.3333333333333333,0.21739130434782608,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_hard,0.2352941176470588,0.36363636363636365,0.17391304347826086,22
word2vec_google_news-nearest_neighbors-600-loo-is_hard,0.14814814814814817,0.5,0.08695652173913043,22
word2vec_google_news-nearest_neighbors-700-loo-is_hard,0.14285714285714285,0.4,0.08695652173913043,22
word2vec_google_news-nearest_neighbors-800-loo-is_hard,0.13793103448275862,0.3333333333333333,0.08695652173913043,22
word2vec_google_news-nearest_neighbors-900-loo-is_hard,0.13793103448275862,0.3333333333333333,0.08695652173913043,22
word2vec_google_news-nearest_neighbors-1000-loo-is_hard,0.13793103448275862,0.3333333333333333,0.08695652173913043,22
word2vec_google_news-logistic_regression-default-loo-is_hard,0.08,0.5,0.043478260869565216,22
word2vec_google_news-nearest_neighbors-300-loo-is_hard,0.07692307692307691,0.3333333333333333,0.043478260869565216,22
word2vec_google_news-nearest_neighbors-500-loo-is_hard,0.07692307692307691,0.3333333333333333,0.043478260869565216,22
word2vec_google_news-nearest_neighbors-400-loo-is_hard,0.07692307692307691,0.3333333333333333,0.043478260869565216,22
word2vec_google_news-nearest_neighbors-100-loo-is_hard,0.0,0.0,0.0,22
word2vec_google_news-nearest_neighbors-200-loo-is_hard,0.0,0.0,0.0,22
