,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_circular_round,0.40579710144927533,0.4307692307692308,0.3835616438356164,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_circular_round,0.40287769784172656,0.42424242424242425,0.3835616438356164,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_circular_round,0.39436619718309857,0.4057971014492754,0.3835616438356164,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_circular_round,0.3941605839416058,0.421875,0.3698630136986301,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_circular_round,0.3884892086330935,0.4090909090909091,0.3698630136986301,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_circular_round,0.36363636363636365,0.37142857142857144,0.3561643835616438,22
word2vec_google_news-logistic_regression-default-loo-is_circular_round,0.3090909090909091,0.4594594594594595,0.2328767123287671,22
word2vec_google_news-nearest_neighbors-800-loo-is_circular_round,0.18823529411764706,0.6666666666666666,0.1095890410958904,22
word2vec_google_news-nearest_neighbors-900-loo-is_circular_round,0.1839080459770115,0.5714285714285714,0.1095890410958904,22
word2vec_google_news-nearest_neighbors-1000-loo-is_circular_round,0.18181818181818182,0.5333333333333333,0.1095890410958904,22
word2vec_google_news-nearest_neighbors-600-loo-is_circular_round,0.14634146341463414,0.6666666666666666,0.0821917808219178,22
word2vec_google_news-nearest_neighbors-700-loo-is_circular_round,0.14634146341463414,0.6666666666666666,0.0821917808219178,22
word2vec_google_news-nearest_neighbors-400-loo-is_circular_round,0.125,0.7142857142857143,0.0684931506849315,22
word2vec_google_news-nearest_neighbors-500-loo-is_circular_round,0.12345679012345677,0.625,0.0684931506849315,22
word2vec_google_news-nearest_neighbors-300-loo-is_circular_round,0.07792207792207792,0.75,0.0410958904109589,22
word2vec_google_news-nearest_neighbors-200-loo-is_circular_round,0.05263157894736842,0.6666666666666666,0.0273972602739726,22
word2vec_google_news-nearest_neighbors-100-loo-is_circular_round,0.02666666666666666,0.5,0.0136986301369863,22
