,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_clothing,0.9090909090909091,0.9375,0.8823529411764706,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_clothing,0.9090909090909091,0.9375,0.8823529411764706,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_clothing,0.9090909090909091,0.9375,0.8823529411764706,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_clothing,0.9090909090909091,0.9375,0.8823529411764706,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_clothing,0.8923076923076922,0.9354838709677419,0.8529411764705882,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_clothing,0.8749999999999999,0.9333333333333333,0.8235294117647058,22
word2vec_google_news-logistic_regression-default-loo-is_clothing,0.8571428571428571,0.9310344827586207,0.7941176470588235,22
word2vec_google_news-nearest_neighbors-1000-loo-is_clothing,0.7407407407407407,1.0,0.5882352941176471,22
word2vec_google_news-nearest_neighbors-900-loo-is_clothing,0.7169811320754718,1.0,0.5588235294117647,22
word2vec_google_news-nearest_neighbors-800-loo-is_clothing,0.6923076923076924,1.0,0.5294117647058824,22
word2vec_google_news-nearest_neighbors-600-loo-is_clothing,0.5833333333333334,1.0,0.4117647058823529,22
word2vec_google_news-nearest_neighbors-700-loo-is_clothing,0.5833333333333334,1.0,0.4117647058823529,22
word2vec_google_news-nearest_neighbors-500-loo-is_clothing,0.5531914893617021,1.0,0.38235294117647056,22
word2vec_google_news-nearest_neighbors-400-loo-is_clothing,0.5217391304347826,1.0,0.35294117647058826,22
word2vec_google_news-nearest_neighbors-300-loo-is_clothing,0.48888888888888893,1.0,0.3235294117647059,22
word2vec_google_news-nearest_neighbors-200-loo-is_clothing,0.45454545454545453,1.0,0.29411764705882354,22
word2vec_google_news-nearest_neighbors-100-loo-is_clothing,0.34146341463414637,1.0,0.20588235294117646,22
