,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_four_legs,0.6956521739130436,0.7111111111111111,0.6808510638297872,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_four_legs,0.6888888888888888,0.7209302325581395,0.6595744680851063,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_four_legs,0.6666666666666666,0.6976744186046512,0.6382978723404256,22
word2vec_google_news-nearest_neighbors-300-loo-has_four_legs,0.6666666666666666,0.6976744186046512,0.6382978723404256,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_four_legs,0.6593406593406593,0.6818181818181818,0.6382978723404256,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_four_legs,0.6590909090909092,0.7073170731707317,0.6170212765957447,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_four_legs,0.6590909090909092,0.7073170731707317,0.6170212765957447,22
word2vec_google_news-logistic_regression-default-loo-has_four_legs,0.6585365853658536,0.7714285714285715,0.574468085106383,22
word2vec_google_news-nearest_neighbors-600-loo-has_four_legs,0.6476190476190475,0.5862068965517241,0.723404255319149,22
word2vec_google_news-nearest_neighbors-500-loo-has_four_legs,0.6470588235294118,0.6,0.7021276595744681,22
word2vec_google_news-nearest_neighbors-200-loo-has_four_legs,0.6436781609195402,0.7,0.5957446808510638,22
word2vec_google_news-nearest_neighbors-400-loo-has_four_legs,0.6382978723404256,0.6382978723404256,0.6382978723404256,22
word2vec_google_news-nearest_neighbors-700-loo-has_four_legs,0.6355140186915887,0.5666666666666667,0.723404255319149,22
word2vec_google_news-nearest_neighbors-800-loo-has_four_legs,0.6296296296296297,0.5573770491803278,0.723404255319149,22
word2vec_google_news-nearest_neighbors-900-loo-has_four_legs,0.6181818181818182,0.5396825396825397,0.723404255319149,22
word2vec_google_news-nearest_neighbors-1000-loo-has_four_legs,0.591304347826087,0.5,0.723404255319149,22
word2vec_google_news-nearest_neighbors-100-loo-has_four_legs,0.5822784810126582,0.71875,0.48936170212765956,22
