,f1,p,r,oov
word2vec_google_news-nearest_neighbors-700-loo-is_red,0.34285714285714286,0.36363636363636365,0.32432432432432434,22
word2vec_google_news-nearest_neighbors-800-loo-is_red,0.34285714285714286,0.36363636363636365,0.32432432432432434,22
word2vec_google_news-nearest_neighbors-900-loo-is_red,0.33333333333333337,0.34285714285714286,0.32432432432432434,22
word2vec_google_news-nearest_neighbors-1000-loo-is_red,0.32876712328767127,0.3333333333333333,0.32432432432432434,22
word2vec_google_news-nearest_neighbors-400-loo-is_red,0.2857142857142857,0.34615384615384615,0.24324324324324326,22
word2vec_google_news-nearest_neighbors-200-loo-is_red,0.27586206896551724,0.38095238095238093,0.21621621621621623,22
word2vec_google_news-nearest_neighbors-500-loo-is_red,0.27272727272727276,0.3103448275862069,0.24324324324324326,22
word2vec_google_news-nearest_neighbors-600-loo-is_red,0.27272727272727276,0.3103448275862069,0.24324324324324326,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_red,0.26666666666666666,0.34782608695652173,0.21621621621621623,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_red,0.26666666666666666,0.34782608695652173,0.21621621621621623,22
word2vec_google_news-nearest_neighbors-300-loo-is_red,0.26229508196721313,0.3333333333333333,0.21621621621621623,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_red,0.25806451612903225,0.32,0.21621621621621623,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_red,0.25396825396825395,0.3076923076923077,0.21621621621621623,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_red,0.23728813559322035,0.3181818181818182,0.1891891891891892,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_red,0.21428571428571427,0.3157894736842105,0.16216216216216217,22
word2vec_google_news-nearest_neighbors-100-loo-is_red,0.19607843137254902,0.35714285714285715,0.13513513513513514,22
word2vec_google_news-logistic_regression-default-loo-is_red,0.13043478260869568,0.3333333333333333,0.08108108108108109,22
