,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_an_animal,0.8,0.7758620689655172,0.8256880733944955,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_an_animal,0.7762557077625571,0.7727272727272727,0.7798165137614679,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_an_animal,0.7692307692307692,0.7589285714285714,0.7798165137614679,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_an_animal,0.7657657657657656,0.7522123893805309,0.7798165137614679,22
word2vec_google_news-logistic_regression-default-loo-is_an_animal,0.7641509433962266,0.7864077669902912,0.7431192660550459,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_an_animal,0.7636363636363637,0.7567567567567568,0.7706422018348624,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_an_animal,0.7614678899082569,0.7614678899082569,0.7614678899082569,22
word2vec_google_news-nearest_neighbors-900-loo-is_an_animal,0.6373626373626373,0.7945205479452054,0.5321100917431193,22
word2vec_google_news-nearest_neighbors-600-loo-is_an_animal,0.6368715083798882,0.8142857142857143,0.5229357798165137,22
word2vec_google_news-nearest_neighbors-1000-loo-is_an_animal,0.6310160427807486,0.7564102564102564,0.5412844036697247,22
word2vec_google_news-nearest_neighbors-700-loo-is_an_animal,0.6298342541436462,0.7916666666666666,0.5229357798165137,22
word2vec_google_news-nearest_neighbors-800-loo-is_an_animal,0.6298342541436462,0.7916666666666666,0.5229357798165137,22
word2vec_google_news-nearest_neighbors-500-loo-is_an_animal,0.5868263473053893,0.8448275862068966,0.44954128440366975,22
word2vec_google_news-nearest_neighbors-400-loo-is_an_animal,0.5590062111801243,0.8653846153846154,0.41284403669724773,22
word2vec_google_news-nearest_neighbors-300-loo-is_an_animal,0.49673202614379086,0.8636363636363636,0.3486238532110092,22
word2vec_google_news-nearest_neighbors-200-loo-is_an_animal,0.4383561643835616,0.8648648648648649,0.29357798165137616,22
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-10:42:27-332971-is_an_animal,0.37362637362637363,0.3617021276595745,0.38636363636363635,367
word2vec_google_news-nearest_neighbors-100-loo-is_an_animal,0.3181818181818182,0.9130434782608695,0.1926605504587156,22
word2vec_movies-neural_net_classification-default-ordered-2018-07-05-08:25:03-575594-is_an_animal,0.31111111111111117,0.30434782608695654,0.3181818181818182,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:14:35-052779-is_an_animal,0.2727272727272727,0.2727272727272727,0.2727272727272727,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-08:34:07-094144-is_an_animal,0.26966292134831465,0.26666666666666666,0.2727272727272727,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:04:39-822388-is_an_animal,0.24242424242424243,0.21818181818181817,0.2727272727272727,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:17:14-417252-is_an_animal,0.22727272727272727,0.22727272727272727,0.22727272727272727,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:44:24-596378-is_an_animal,0.20253164556962025,0.22857142857142856,0.18181818181818182,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:23:03-190952-is_an_animal,0.2,0.1956521739130435,0.20454545454545456,367
word2vec_movies-neural_net_classification-default-reverse-2018-07-05-08:32:59-249573-is_an_animal,0.18556701030927836,0.16981132075471697,0.20454545454545456,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:29:47-178759-is_an_animal,0.17777777777777776,0.17391304347826086,0.18181818181818182,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-10:32:54-727998-is_an_animal,0.17204301075268816,0.16326530612244897,0.18181818181818182,367
word2vec_movies-neural_net_classification-default-shuff-2018-07-05-09:51:13-703017-is_an_animal,0.1590909090909091,0.1590909090909091,0.1590909090909091,367
