,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-is_strong,0.3414634146341463,0.5,0.25925925925925924,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-is_strong,0.29268292682926833,0.42857142857142855,0.2222222222222222,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-is_strong,0.29268292682926833,0.42857142857142855,0.2222222222222222,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-is_strong,0.29268292682926833,0.42857142857142855,0.2222222222222222,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-is_strong,0.2564102564102564,0.4166666666666667,0.18518518518518517,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-is_strong,0.23809523809523808,0.3333333333333333,0.18518518518518517,22
word2vec_google_news-logistic_regression-default-loo-is_strong,0.12903225806451613,0.5,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-300-loo-is_strong,0.12903225806451613,0.5,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-400-loo-is_strong,0.125,0.4,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-500-loo-is_strong,0.12121212121212122,0.3333333333333333,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-600-loo-is_strong,0.11428571428571428,0.25,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-800-loo-is_strong,0.11428571428571428,0.25,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-700-loo-is_strong,0.11428571428571428,0.25,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-1000-loo-is_strong,0.1111111111111111,0.2222222222222222,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-900-loo-is_strong,0.1111111111111111,0.2222222222222222,0.07407407407407407,22
word2vec_google_news-nearest_neighbors-200-loo-is_strong,0.06666666666666667,0.3333333333333333,0.037037037037037035,22
word2vec_google_news-nearest_neighbors-100-loo-is_strong,0.0,0.0,0.0,22
