,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-does_swim,0.7941176470588235,0.8709677419354839,0.7297297297297297,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-does_swim,0.7761194029850748,0.8666666666666667,0.7027027027027027,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-does_swim,0.7714285714285715,0.8181818181818182,0.7297297297297297,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-does_swim,0.7647058823529411,0.8387096774193549,0.7027027027027027,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-does_swim,0.7647058823529411,0.8387096774193549,0.7027027027027027,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-does_swim,0.7647058823529411,0.8387096774193549,0.7027027027027027,22
word2vec_google_news-logistic_regression-default-loo-does_swim,0.7301587301587302,0.8846153846153846,0.6216216216216216,22
word2vec_google_news-nearest_neighbors-800-loo-does_swim,0.6756756756756757,0.6756756756756757,0.6756756756756757,22
word2vec_google_news-nearest_neighbors-900-loo-does_swim,0.6756756756756757,0.6756756756756757,0.6756756756756757,22
word2vec_google_news-nearest_neighbors-700-loo-does_swim,0.6571428571428571,0.696969696969697,0.6216216216216216,22
word2vec_google_news-nearest_neighbors-600-loo-does_swim,0.6567164179104478,0.7333333333333333,0.5945945945945946,22
word2vec_google_news-nearest_neighbors-1000-loo-does_swim,0.6493506493506493,0.625,0.6756756756756757,22
word2vec_google_news-nearest_neighbors-500-loo-does_swim,0.6363636363636365,0.7241379310344828,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-400-loo-does_swim,0.6363636363636365,0.7241379310344828,0.5675675675675675,22
word2vec_google_news-nearest_neighbors-300-loo-does_swim,0.6031746031746031,0.7307692307692307,0.5135135135135135,22
word2vec_google_news-nearest_neighbors-200-loo-does_swim,0.5423728813559323,0.7272727272727273,0.43243243243243246,22
word2vec_google_news-nearest_neighbors-100-loo-does_swim,0.39215686274509803,0.7142857142857143,0.2702702702702703,22
