,f1,p,r,oov
word2vec_google_news-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo-has_leaves,0.7951807228915663,0.8048780487804879,0.7857142857142857,22
word2vec_google_news-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647-has_leaves,0.7901234567901233,0.8205128205128205,0.7619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309-has_leaves,0.7901234567901233,0.8205128205128205,0.7619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo-has_leaves,0.7804878048780488,0.8,0.7619047619047619,22
word2vec_google_news-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390-has_leaves,0.7804878048780488,0.8,0.7619047619047619,22
word2vec_google_news-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868-has_leaves,0.775,0.8157894736842105,0.7380952380952381,22
word2vec_google_news-logistic_regression-default-loo-has_leaves,0.7105263157894737,0.7941176470588235,0.6428571428571429,22
word2vec_google_news-nearest_neighbors-1000-loo-has_leaves,0.41269841269841273,0.6190476190476191,0.30952380952380953,22
word2vec_google_news-nearest_neighbors-800-loo-has_leaves,0.4067796610169491,0.7058823529411765,0.2857142857142857,22
word2vec_google_news-nearest_neighbors-900-loo-has_leaves,0.4,0.6666666666666666,0.2857142857142857,22
word2vec_google_news-nearest_neighbors-600-loo-has_leaves,0.37931034482758624,0.6875,0.2619047619047619,22
word2vec_google_news-nearest_neighbors-700-loo-has_leaves,0.37931034482758624,0.6875,0.2619047619047619,22
word2vec_google_news-nearest_neighbors-500-loo-has_leaves,0.2962962962962963,0.6666666666666666,0.19047619047619047,22
word2vec_google_news-nearest_neighbors-300-loo-has_leaves,0.2745098039215686,0.7777777777777778,0.16666666666666666,22
word2vec_google_news-nearest_neighbors-400-loo-has_leaves,0.2641509433962264,0.6363636363636364,0.16666666666666666,22
word2vec_google_news-nearest_neighbors-200-loo-has_leaves,0.20833333333333331,0.8333333333333334,0.11904761904761904,22
word2vec_google_news-nearest_neighbors-100-loo-has_leaves,0.08888888888888889,0.6666666666666666,0.047619047619047616,22
