alligator,0.6602001081320887,
ant,0.5762859738090795,
bat,0.34171294320528495,
bear,0.45129223913912153,
beetle,0.6286807714856607,
budgie,0.6145165884423157,
buffalo,0.598279296891796,
butterfly,0.5134693891033077,
buzzard,0.6756318980905379,
canary,0.3681736077266853,
cat,0.6758188009223107,
caterpillar,0.6201203085948146,
centipede,0.520438964249458,
cheetah,0.6197117124263427,
chicken,0.4848191801285874,
chipmunk,0.6403570208511611,
cockerel,0.5456205798386482,
cow,0.5318266161692915,
crane,0.3447536294115266,
crocodile,0.6803766089340448,
dolphin,0.6371616508735577,
duck,0.5736235340707898,
eagle,0.4988101020359374,
eel,0.5536919795684959,
elephant,0.6450250791139285,
falcon,0.691311100446371,
flamingo,0.6454983207727794,
fox,0.7233494480100402,
frog,0.7644778272230535,
gerbil,0.5272361270390902,
giraffe,0.6669006229247614,
goat,0.5989075734810931,
gorilla,0.6512958921073242,
guinea_pig,0.4673166229842284,
hawk,0.43271372531352625,
hedgehog,0.6340349085995095,
heron,0.6789558919880511,
horse,0.4257602478103917,
hummingbird,0.6394354115622873,
hyena,0.6211792396140166,
iguana,0.6825755727702738,
kingfisher,0.6277550703181791,
ladybird,0.6012516793625449,
lamb,0.47180641983199023,
lion,0.5188094802324217,
lips,0.218539382894233,
lizard,0.775733216797198,
llama,0.6020592142383546,
locust,0.5136836707074894,
millipede,0.5855367689600706,
monkey,0.6758765576250882,
moose,0.6166165078188383,
moth,0.6126360241929572,
mouse,0.4179012067852549,
otter,0.7541586831564064,
owl,0.7444857618409214,
pelican,0.6698788670377424,
penguin,0.6452269221257075,
pig,0.6309500257805429,
pigeon,0.6459909196732183,
platypus,0.5597299980500883,
rabbit,0.7639496724856523,
rat,0.6145386844245899,
raven,0.6195574686746543,
rhino,0.6573997818494901,
robin,0.6821860140881557,
seagull,0.6279031294590647,
seal,0.26492487872332504,
shark,0.5890010515172356,
sheep,0.5359131231716906,
slug,0.3314329540132537,
snail,0.6179238035460193,
sparrow,0.6297784636485126,
spider,0.6740416120808632,
squid,0.5469022982711755,
squirrel,0.7677433328704757,
starling,0.617585182808627,
stick_insect,nan,
tarantula,0.6118864185667816,
termite,0.42310006610933437,
tiger,0.6394636953779107,
toad,0.757083304439641,
tortoise,0.678274706054813,
turkey,0.4942084972398767,
walrus,0.5362607753030018,
whale,0.6225956201192421,
wolf,0.6183224733225783,
woodpecker,0.6369438085499453,
worm,0.4553390901086616,
wren,0.6381472109624344,
zebra,0.612580520941624,
accordion,0.18989913905240174,
aeroplane,nan,
ambulance,0.12464147512486677,
anchor,0.06722554392177169,
apple,0.3807098680120307,
apricot,0.30182366090087337,
apron,0.23199114371781562,
arm,0.19586523720548524,
armchair,0.22634525086085244,
armour,nan,
arrow,0.3781517187051294,
artichoke,0.323453903699352,
ashtray,0.24543405295009343,
asparagus,0.3435952602970076,
aspirin,0.13906010130932467,
aubergine,0.3003372794516329,
avocado,0.3112932572769227,
axe,nan,
bacon,0.27238302631908273,
badge,0.16852787417046058,
bag,0.2347053603881431,
bagpipes,0.19677788448120143,
ball,0.21912968521960338,
balloon,0.3093368779409067,
banana,0.368842892988212,
banjo,0.25090868994112037,
barge,0.16948643334086821,
barrel,0.18248630567508456,
basin,0.1998440127775566,
basket,0.19537356447598506,
bat,0.34171294320528495,
bath,0.18724494362777822,
bayonet,0.23838130485513898,
bean,0.33082529152614426,
beaver,0.6400477864955643,
bed,0.21596696771911883,
bee,0.5132967239580426,
beer,0.1711685612856598,
bell,0.24954620222331342,
bellows,0.24939863164046044,
belt,0.1049955414114064,
bench,0.07301783190639505,
bicycle,0.2658110714864225,
bikini,0.23165778336455983,
bin,0.20479650895275997,
birch,0.32575947395845023,
biscuit,0.3049632020766472,
blender,0.14183693193079247,
blouse,0.15635272133197206,
blueberry,0.36505893914967447,
boat,0.23230867124955348,
bolts,0.15729258965662793,
bomb,0.1666011346019049,
bone,0.22919476841296296,
bookcase,0.24418496155489472,
boomerang,0.3014882029997836,
boots,0.18067597056067536,
bottle,0.23138678590010872,
bouquet,0.1406272362156724,
bow,0.2071202955332162,
bowl,0.21059762648629116,
box,0.14835790728142556,
bra,0.19032917952498402,
bracelet,0.17594001363415737,
brandy,0.19534749130064713,
bread,0.19108210446066604,
brick,0.16369317415748966,
bridge,0.17909624349106507,
broccoli,0.3318595104818789,
broom,0.26879297775622407,
brush,0.20877331286510042,
brussel_sprouts,0.37495836713737374,
bucket,0.23550521119296702,
buckle,0.11964796086981716,
buggy,0.2386054251269097,
bullet,0.24947460574802172,
bus,0.1171000653729246,
butter,0.1439096058213945,
buttercup,0.40583921556978686,
button,0.14149067832192788,
cabbage,0.3402220298889592,
cage,0.370239715098076,
cake,0.2335039297268746,
calf,0.4193021367392087,
camel,0.46097810968329656,
camera,0.2096693602274184,
can_opener,nan,
candle,0.17533700277327874,
cannon,0.2670509864566398,
canoe,0.31875875215902794,
cap,0.16828522978287272,
cape,0.380967273127527,
car,0.20790386378706688,
caravan,0.144928307785176,
carnation,0.24826570736670267,
carp,0.4586730651008116,
carriage,0.20121432975596265,
carrot,0.3107701939166625,
cart,0.17856026994996038,
castenets,nan,
castle,0.2977744171567436,
catalogue,nan,
catapault,0.22594320023922804,
cauliflower,0.32337333689109804,
celery,0.3402031799893835,
cello,0.18231986864877037,
chain,0.13729898414425257,
chainsaw,0.3525948279142921,
chair,0.10232866038673746,
champagne,0.12315487621143809,
chandelier,0.3092414558290599,
cheese,0.2534752873380682,
cherry,0.19308090529209984,
